content,score,sentimen
Sangat memuaskan,5,1
"Terimakasih tokped, sukses selalu",5,1
Oke,5,1
Tokopedia sangat membantu untuk membeli barang apapun dan sangat terjamin kwalitasnya,5,1
Sangat membantu dan memuaskan,5,1
Mantap tokopedia,5,1
Mantap,5,1
Good....mudah d mengerti,5,1
Mantap,5,1
Sangat baik,5,1
sangat bermanfaat,5,1
Terima kasih telah membantu,5,1
Bagus baik,4,1
banyak promonya,5,1
Semoga aplikasi nya semakin sukses,5,1
Terimakasih tokopedia,5,1
Bagus mau cobaaah makasih.,4,1
👍,5,1
Sukses buat Tokopedia,5,1
Aplikasi yang sangat mendukung,5,1
"Cepat dengan pilihan ,apa yang ku mauuu",5,1
Sangat mudah dan lancar,5,1
Mantap,5,1
Ok belanja terus,5,1
Sangat membantu saya,5,1
Ok,5,1
Mantap sangat berguna untuk publik,5,1
👍🏻👍🏻👍🏻👍🏻,5,1
Mantabb sangad membantu !!!,5,1
terimakasih tokopedia karena telah menyediakan pelatihan pelatihan kartu prakerja semoga makin sukses dan berkembang,5,1
Sangat bagus sekali mudah di akses sangat membantu dan sangat recommended kalian harus download dan secepat nya menggunakan aplikasi tokopedia belanja mudah banyak diskon dan amanah sekali terimakasih tokopedia is the best lh,5,1
"Terimakasih tokopedia, semuanya sangat baik",4,1
Bagus penjualnya lumyan akurat ..,5,1
Pemesanan barangnya sangat memuaskan,5,1
Sangat membantu sekali,5,1
Tokopedia knp nga bisa cod kaya lazada,5,1
Jos,5,1
Cantik,5,1
Mntap,5,1
"Terima kasih tokopedia, telah membantu menyelesaikan pelatihan skill academy smoga aplikasi tokopedia makin sukses lagi.",5,1
Hay assalamualaikum nama aku hairiah kalian harus donlod ya tokopedia karena tokoedia selalu ada selalu bisa,5,1
Sangat membantu,4,1
"Tokopedia kommit & tanggap dlm mengawal perjalanan pesanan sehingga pesanan sampai di tangan konsumen dgn baik. Semoga integritas, kwalitas & reaksi cepat terus dapat dipertahankan. Tksh🙏",5,1
suka banget sama toko online yang satu ini..,5,1
Menyenangkan banyak poin dan bonusnya,5,1
Sangat berguna dan bermanfaat,5,1
Salam tokopedia... Saya sudah mengikuti program prakerja dengan membeli pelatihan di tokopedia.Pelatihan yang saya ikuti berjalan dengan baik dan lancar.Materi yang disampaikan mudah dipahami dan bermanfaat. Saya sampaikan terima kasih kepada tokopedia salam,5,1
Mantap,5,1
good,5,1
Siip,5,1
"Saya sangat suka dengan tokopedia , tokopedia sudah membantu saya untuk membeli pelatihan"" yang saya suka .. Cepet dan terpecaya sukses selalu tokopedia.",5,1
baik,5,1
Terimakasih tokopedia😊,5,1
mantap,5,1
Sangat bagus. Saya merekomendasikan untuk anda. Terimakasih Tokopedia,5,1
"Saya harap tokopedia menyediakan bayar di tempat, soalnya atm & minimarket jauh dari tempat saya, .. Mohon di pertimbangkan 🙏🙏",4,1
"Terima kasih tokopedia sudah memudahkan saya dalam membeli kelas pelatihan SKILL ACADEMY,proses pembelian mudah dan cepat semoga sertifikat saya secepetnya muncul di dasboard kartu prakerja..mohon bantuannya tokopedia,terimakasih tokopedia sukses selalu untuk tokopedia",5,1
Mantap,5,1
Sangat istimewa,5,1
"Apk ini sangat membantu,bagus,saya suka sengan pelatihan di tokopedia ini,sangat membantu,terimakasih",5,1
Aplikasi bagus,5,1
Aplikasi bagus,5,1
Sangat bermanfaat..,5,1
"Sudah bayar transaksi token listirk di indomaret,tapi pulsa tidak dikirim karna alasan no hp tidak sesuai.mau complain ke toped tp aplikasi error tidak bisa di install.payah nih toped uang 55 ribu jadi mengendap gak jelas.",4,1
Mantap,5,1
Terima kasih tokopedia sudah membantu saya membeli pelatihan di apl skill academy. Pdhl sy kira tdnya tokopedia hanya menjual produk2 aja.eh tau2 tokopedia bisa apa aja. The best dah buat tokopedia,5,1
Aplikasi yang sangat membantu,5,1
good,4,1
Bagus banget cepet nyampe nya,5,1
Terimakasih sudah membantu,5,1
"Sangat cepat dan mudah membeli pelatihan di tokopedia,terimakasih",5,1
respon sangat cepat dan baik,4,1
Terimakasih Tokopedia sukses selalu dan terimakasih Tokopedia saya dapat mengikuti program pelatihan prakerja dengan mudah,5,1
E commerce terbaik,5,1
Ku kasih bintang lima karena udah ngundang Twice😭 aaahh sayang Tokopedia dehh💚,5,1
semoga sukses,4,1
Sudah makin baik sih👍🏻,4,1
Baguss...tapi saya memberikan ulasan di pelatihan saya ngak bisa kenapa ya saya ambil pelatihan public speaking punya pandji. Padahal yang laen sudah muncul semua sertifikatnya. Punya saya kok belum kak. Mohon dibantu Akun prakerja a/n Hilaria Arum Indriawati. Mksh,5,1
Love,5,1
Terimakasi tokopedia sudah menyediakan mitra pelatihan nya🙏🙏🙏,5,1
Bagus,4,1
Banyak pilihan,5,1
Bts,5,1
Sangat membantu,5,1
Memuaskan,5,1
Apk bagus,5,1
Sangat memuaskan,5,1
Tolong di tambah mode pembayarannya agar bisa bayar di tempat,4,1
Bermanfaat,5,1
lumayan..tpi alasan pengajuan ga jelas,5,1
"Terimakasih telah menemani hari"" ku berjualan dan berbelanja.",5,1
sangat bagus,5,1
"Sangat bagus, pokoknya best lah",5,1
"Terimakasih tokopedia......, sampai saat ini untuk masalah pengiriman tidak ada masalah, dan saya slalu terima barang nya dengan baik.... Mohon tingkat kn lagi pelayanan , agar lebih baik lagi kedepanya.",5,1
"Mantap,, thanks tokopedia telah menyediakan sarana berbagai kelas dari mitra terkait.sangat membantu.",5,1
Keren,5,1
kadang jaringan saya tak ter baca,4,1
mantap.... sangat membantu.,5,1
"Terima kasih tokopedia, sudah lama saya menggunakan aplikasi ini, selama ini saya memakai aplikasi ini untuk jual beli. Tapi ternyata di toko pedia menyediakan berbagai kelas belajar yang sangat mudah sekalai untuk dipahami. Saya sudah mengikuti kelas webinar dari skill Academy. Sekali lagi terimakasih tokopedia.",5,1
Saya sangat suka dengan pelatihannya,5,1
Assalamu'alaikum aplikasi tokopedia ini baguss banget..... Komplit lagi... Kalian yg blm donlot ayooo segera donlot y............. Cussss,5,1
"Terimakasih tokopedia,ditoko pedia saya bisa beli apa saja...",5,1
🐓,5,1
terima kasih tokopedia .sangat membantu sekali dalam pembeliaan platfom kartu prakerja,5,1
Mantap bosku,5,1
"Aku hrp bisa berinovasi terus,dan mmbuat pelanggan setia merasa puas",5,1
Baik sekali,4,1
Sangat membantu sekali 🌝,5,1
Memuaskan,5,1
sangat membantu,5,1
Aplikasi ini sangat membantu untuk mempermudah berbelanja secara online bagus sekali,5,1
"Member saya kok di restart?, padahal saya hanya butuh 1 transaksi lagi untuk mencapai platinum hingga 31 desember 2021"", saya sudah update sama saja, mau minta penjelasan dari chat di dalamnya gak bisa sesuai dengan masalahnya, harus ngikutin rule nya. Tapi apapun itu, inilah SISTEM",5,1
mantqp,5,1
Masih banyak toko yang lama prosesnya . Padahal udah tf,4,1
Bagussssssss,5,1
Platform paling mudah dan bagus banget isi Pelatihan pelatihannya.. terima kasih Tokopedia,5,1
Mantap,4,1
terimaksih tokopedia senang dengan aplikasi ini membantu saya,5,1
Terimakasih tokopedia telah membantu untuk penyelesaian pelatihan prakerja,5,1
👍,5,1
Lebih maju lagi,4,1
Keren,5,1
Bagus sekali,5,1
Saya suka,5,1
Respon cepat,5,1
Mantap,5,1
Sangat membantu dalam belanja terimakasih,5,1
Mantap,5,1
Baik,5,1
Sangat membantu,5,1
Terbaik,5,1
Pembelajaran yang bagus dan Memuaskan juga memotivasi saya Semoga kedepanya Lebih Sukses,5,1
semoga barangnya mendarat dengan selamat tanpa ada kerusakan,5,1
Keren,4,1
"sangat bagis ,mitra digital terbaik untuk prakerja",5,1
Sangat puas Terima kasih,5,1
terima kasih banyak tokopedia atas kerjasamanya dalam memberikan pelatihan untuk program prakerja. sangat sangat memuaskan,5,1
Semoga bermanfaat bagi Nusa dan bangsa,5,1
"Terpercaya, cepat respon....",5,1
"😁😁😁,terimakasih tokopedia telah membantu saya mengikuti pelatihan",5,1
Bagus,4,1
"Untuk lebih di tingkatkan, meski sekarang sudah bagus /.the best",5,1
S.rs,5,1
Thanks toko pedia sudah menyediakan pelatihan melalui skill akademy.. Sangat puas dan membantu sekali,5,1
Sangat bagus sekali,5,1
💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎,5,1
Terima kasih telah membantu saya dalam menyelesaikan Pra Kerja,4,1
"Terimakasih Tokopedia sudah memberikan informasi yang menarik dari informasi yang bagus untuk kesehatan Dan mohon solusinya min, kenapa setiap kali diberi rating di pembelajaran skill akademy tidak bisa diberikan ulasan di Tokopedia dan ketika di klik top up dan tagihannya kenapa transaksi kosong padahal sudah ada kelas Terimakasih, mohon pencerahannya",5,1
Sangat baik,5,1
Tokopedia sangat membantu dalam hal prakerja.,5,1
"Puas blanja di toped, sering dpt promo yg tak terduga, smoga kedepannya semakin bAgus...",5,1
"Terima kasih tokopedia telah bekerjasama dengan kartu prakerja, tokopedia sangat membantu dan memudahkan untuk membeli pelatihan prakerja. Semoga kedepannya menjadi lebih baik lagi",5,1
"Terimakasih tokopedia atas kerja sama nya , saya peserta kartu prakerja telah membeli pelatihan by tokopedia dan mengikuti webinar via zoom oleh skill academy ,, materi yang di sampaikan mudah dipahami sehingga saya mudah menerapkannya . Semoga tokopedia sukses selalu dan makin jaya 🙏🙏",5,1
Sangat memuaskan,5,1
Keren,5,1
👍👍👍,5,1
"Terimakasih Tokopedia, saya sangat suka dengan aplikasi ini....",5,1
"terima kasih toko pedia saya sudah mengikuti pelatihan prakerja,sangat mudah di pahami dan di mengerti",5,1
"Tokopedia memang terbaik, bagus dan berkualitas. saya telah menyelesaikan pelatihan disini karena mudah di mengerti materinya ringan sangat berbobot dan bagus, saya juga sudah menyelesaikan exam. Semoga sertifikat saya cepat keluar. Terimakasih Tokopedia",5,1
simple dan sangat membantu.,5,1
Sangat bermanfaat bagi pengguna prakerja,5,1
Sangat bermanfaat,5,1
Joosss,5,1
Bagus,5,1
Baik,5,1
",,, ,🐪",5,1
Aplikasi jual beli yang sangat bangus,5,1
Saya sudah membeli pelatihan di tokopedia dari akun teman saya. Tapi di pelatihan skil academy saya sudah pakai data saya sendiri. dan dari pihak skil academy sudah mengluarkan sertifikat exam dan webinar. Tapi kenpa kok sertifikat di prakerja belum ada dari tokopedia? Tolong dong bantuannya..,5,1
Adanya aplikasi ini mempermudah pembelian materi pelatihan prakerja.terimakasih,5,1
good,5,1
perbanyak diskon dan free ongkir yaa.. supaya kami makin rajin Belanja di sini,5,1
Tolong dong admin sya ikut prakerja sudah selesai Dari tanggal 22 kenapa sampai sekarang belum masuk di dashbord.. Trima kasih...,5,1
Sangat bagus dan mudah. Saya membeli kelas pelatihan melalui akun tokopedia dengan nomor hp saya bukan melalui email saya. Saya telah memberikan ulasan dan rating. Kenapa sertifikat saya belum masuk ke dasboard prakerja saya???,5,1
bagus,5,1
"sangat membantu untuk berbelanja online, dan sangat bermanfaat dimasa pandemi ini untuk berbelanja secara online.",5,1
Aplikasi toko pedia sangat bagus dan mudah dimengerti semoga sertifikat nya cepat muncul didashbord prakerja ya.,5,1
Good,5,1
Mantappp,5,1
Ok,5,1
Membantu sekali dalam pencarian barang,5,1
Saya suka,5,1
Puas menggunkan toko pedia,5,1
mudah dipahami,5,1
Aplikasi ini sangat komplitttt,5,1
Terima kasih tokped,5,1
Sangat baik,5,1
semoga bermanfaat,5,1
Bagus banget,5,1
Good,5,1
Good,5,1
Sangat bagus dan mendidik,5,1
Luar Biasa tikopedia,5,1
Sangat mudah dan sangat membantu,5,1
gratis ongkir nya seharusnya minimal belanja 30 aja,4,1
"Terima kasih ke Tokopedia.., Telah membantu saya buat pmbelian pelatihan buat prakerja.. Sangat membantu",5,1
Mantapp...,4,1
Mantap👍👍👍,5,1
mayan lah,5,1
Mantap,5,1
Tolong perbaikin bug nya,4,1
Sangat membantu dalam proses pelaksanaan prakerja,5,1
Mantapppp,5,1
Memuaskan,5,1
Sangat membantu dan memudahkan,5,1
Mantap jiwa,5,1
Terimakasih Tokopedia. Sangat bagus pelayanannya,5,1
mantap,5,1
berbelanja sangat mudah di sini,5,1
🤝🙏 #aamiin 🤲,5,1
"Hii Tokopedia, skill academy nya mudah dimengerti dan dipahamii",5,1
Asik,5,1
mantap,4,1
Sangat baik,5,1
Hi Tokopedia saya telah mengikuti pelatihan di prakerja dan sangat memuaskan terimakasih telah banyak membantu 🙏,5,1
good,5,1
keren bagte cepet prosesnya,5,1
mantap sekali semoga semakin sukses,5,1
Terimakasih tokopedia saya sangat suka dengan pelatihan nya,5,1
Manteppp,5,1
Sangat bagus,5,1
sangat membantu sekali prakerja,5,1
"Halo kak, saya sudah ikut pelatihan prakerja, dan sudah melesaikan semuanya, tapi kenapa insentif saya bisa gagal, Terima kasih..",5,1
Sangat bermanfaat,5,1
Ok,5,1
"Aolikasi yang sangat membantu utk memenuhi kebutuhan sehari hari... Mantaab, sukses buat tokopedia",5,1
Nice,5,1
Mantabbbb cepat,5,1
"Terimakasih tokopedia ,,sangat membantu",5,1
mantaff,5,1
Tokopedia terbaik deh,4,1
Mantap,5,1
Terimaksih tokopedia sudah bekerjasama dgn prakerja..,5,1
Sangat efektif belanja jaman sekarang,4,1
Sangat bermanfaat,5,1
Good,5,1
Sangat Baik,5,1
Terima kasih banyak atas kerjasamanya,5,1
Makssih Tokopedia,5,1
Aplikasi amat sangat membantu,5,1
Saya sangat suka membeli pelatihan di aplikasi tokopedia. Langkah2 nya gampang. Dan ga ribet.,5,1
"Terimakasih tokopedia , selain mudah untuk berbelanja online ,tokopedia juga memudahkan kita sebagai pengguna kartu prakerja untuk bertransaksi pelatihan:)))",5,1
"Aplikasi yg sangat rekomendasi, untuk belanja apapun sangat mudah",5,1
Terimakasih tokopedia sebagai mitra digital platform kartu prakerja sangat mempermudah saya membeli pelatihan prakerja yg saya inginkan.,5,1
Tokopediaaa sarangeeee💜✌🏼,5,1
Ok,5,1
Aplikasi ini sangat lah membantu dan bermanfaat 😍,4,1
belanja 0nline yg mdh dan praktis,5,1
Bagus.=_=,5,1
mnyenangkan,5,1
Wauuu.. banyak diskon dan promo di bermacam-macam produk. Ini sangat recommended deh.,5,1
Good...................,5,1
Mantap,5,1
Sangat baik sekali,5,1
Sangat bermakna dan mempermudah saya belanja online,5,1
"Puas dengan pelatihannya, mudah difahami dan cara penyajiannya pun menyenangkan. Semoga saya dapat mengaplikasikannya dalam usaha saya. Terima kasih Mantap tokopedia",5,1
mantap semakin mudah untuk belanja ini itu cuma diem di rumah aja,5,1
Wukwuw,5,1
Ok,5,1
TERIMAKASIH TOKOPEDIA😍😍😍😍 SUDAH MAU MENYANGKAN BTS UNTUK KAMI. I LOVE YOU TOKOPEDIA💙🖤. POKONYA MAU BELANJA TOKOPEDIA AJJA. SEBAGAI TANDA TERIMAKASIH AKU AKAN BELANJA DI SINI 🤗.,5,1
"Halo tokopedia, saya telah mengikuti pelatihan prakerja disini. Pelatihannya sangat bagus. Saya senang sekali, sekarang tokopedia tidak hanya menjadi sarana berbelanja saja, namun bisa dijadikan sarana edukasi juga. Terimakasih tokopedia.",5,1
"Sangat bermanfaat dan membantu,,,,",5,1
Aku suka tokopedia dan sopee💗💗💗💗💗💗💗💗😍😍😍,5,1
aplikasi sangat membantu,5,1
Bagus,5,1
Sangat mudah dalam pembelian kelas. Mantap,5,1
Good,5,1
"Aplikasi yang sangat"" bagus untuk belanja online pengirimanya juga cepat sekali cukup 1 hari udah datang aja paketnya makasih telah membantu dan mempermudah saya Tokopedia is the best👍",5,1
suka bgt aku tuh ama Tokopedia;),5,1
Sangat baik,5,1
Terimakasih tokopedia yang telah menyediakan pelatihan prakerja yang mudah untuk mengembangkan sebuah wawasan dan pengetahuan yang cukup tinggi dan pelatihannya juga mudah di fahami,5,1
Aplikasi ini sangatlah bagus,5,1
Terimakasih tokopedia aplikasinya bagus . Transaksinya cepet . Top deh tokopedia,5,1
Bagus,5,1
Yes mantap,5,1
Sangat membantu,5,1
"Terimakasih sebelumnya, untuk pelayanan yang sangat baik hingga bisa membantu sesama, bangga akan indonesia terima kasih tokopedia",5,1
"Terima kasih Tokopedia,semoga lbh baik lg",5,1
Keren,5,1
Sangat baik,5,1
Lengkap,5,1
"Aplikasi yang sangat membantu, keren, terimakasih",5,1
Mantap,5,1
kenapa setiap ada pesanan tidak bisa picup. kan jadi telat terus kirim prodalnya kaaaaa,5,1
"terimkasih tokopedia saya sudah menyelesaikan pelatihan ,",5,1
"Bagus,,meskipun belum pada laku jualan saya,saya yakin dan optimis. Saya pasti sukses di Tokopedia.",5,1
Bagus,5,1
Trimakasih adanya bantuan prakerja ini sngat membantu bagi masyarakat Indonesia khusus bagi rakyat kecil,5,1
Terima kasih Tokopedia,5,1
Semoga Bermanfaat,5,1
puas dengan tokopedia.,4,1
Sangat membantu,5,1
bagusss,5,1
"saya merasa puas membeli kelas pelatihan skiil academy di sini, proses nya mudah, cepat, aman, dan terpercaya. terima kasih toko pedia",5,1
Smogga pelayananya di perbaiki ya,5,1
Bagus bingit,5,1
good,5,1
Tampilan aplikasi yang makin bagus dan stabil,5,1
Sangat menyenangkan,5,1
terimakasih tokopedia berkat pelatihan yang saya beli di tokopedia sangat bermanfaat dan menambah ilmu buat saya.,5,1
Sangat baik sekali.. Bagi pemulaa,5,1
Aku sangat senang sekali,5,1
Sangat bagus dan sangat bermanfaat,5,1
Sangat bermanfaat sekali,5,1
Proses transaksi cepet,5,1
aplikasinya sangat baik dan membantu,5,1
Semua murah sih... Sayang ngak bisa COD...,4,1
Sangat membntu,5,1
"Saya kasani dari prakerja, semoga sertifikat segera muncul di dashboard",5,1
Sangat berkesan 👍🏿👍🏿,5,1
"easy shop, easy pay, easy get",5,1
Mantap,5,1
Good aplications modern canggih,5,1
bagus,5,1
Sangat membantu,5,1
Sangat profesional,5,1
Terimakasih tokopedia dgn mengikuti pelatihan di tokopedia sangatt mudah dan membantu,5,1
kereeen,5,1
Semoga prakerja dilancarkan,5,1
Sangat baik,5,1
Bagus sekali,5,1
Tokopedia sangat membantu saya masa pandemi spt ini sangat membantu saya cukup satu click kebutuhan harian saya terpenuhi trima kasi toped maju terus,5,1
Sangat membantu,5,1
Sudah bagus..tapi harus tetap jaga mutu...jangan terlena,4,1
Terimakasih sangat bagus,5,1
Sngatt memuaskn..smoga sukses,5,1
mantap,5,1
Easy to use,4,1
sngat bermanfaat...,4,1
Tokopedia ini sngt bagus skl makasi nya tokipedia jadi kalo belanja gak ribe ribe,5,1
Mantap,5,1
Herereeee,5,1
Saya sangat senang dengan aplikasi ini sangat membantu saya,5,1
Sangat memuaskan,5,1
"Mntap dalam melakukan aktifitas berbelanja disini,pokonya bagus",5,1
sangat baik,5,1
Sangat memuaskan dan membantu,5,1
juara made in indonnesia,5,1
Bagus kok... pengiriman cepet ada asuransi proteksi barang nya banyak vitur bangett... Semakin banyak inovasinya...,4,1
Terimakasih sudah fasilitasi layanan prakerja,5,1
Belanja Terbaik 😊,5,1
Bagus,5,1
Terimakasih Tokopedia telah memberikan pelatihan yang sangat bermanfaat bagi saya.,5,1
Mantap,5,1
Sangat bagus,5,1
Sangat baik dan sangat membantu.... Pertahankan......,5,1
Memuaskan,5,1
Up,5,1
Mempermudah dalam proses pembelian segala pelatihan dan berbagai fiturnya,5,1
Pengalaman saya..sngat menyenang kan..Tokopedia pelayanan nya sngat memuas kan..Cpt Proses nya..,5,1
Sebelumnya bekerja.tapi sekarang jadi pengangguran,5,1
Mantap JOSSSSS,5,1
Sangat menarik,5,1
terimakasih tokopedia untuk penyediaan pelatihan prakerja ini sangat membantu sekali,5,1
Saya sudah menyelesaikan pelatihan skilakademy pembelian lewat tokopedia terima kasih,5,1
"Sangat membantu,terimakasih",5,1
Aplikasi yg sangat membantu,4,1
👍👍👍👍👍,5,1
"Bagus sekali aplikasi ini,,,,...",5,1
Bermanfaat,5,1
Sangat memuaskan,5,1
Sangat bermanfaat sekali min. Trimakasih,5,1
Hh,5,1
Sangat muda di mengerti,5,1
ok,5,1
Good,5,1
Alhamdulillah recomend banget beli kelas prakerja di toko pedia keluar sertifikatnya cepet banget gaada kendala sama sekali 🙏,5,1
