content,score,sentimen,content_clean
Apkikasi yang sangat bagus dan sangat membantu,5,1,apkikasi bagus bantu
Kok ggh,4,1,ggh
Mantap,5,1,mantap
apk bagusss ketika digunakan untuk kartu prakerja.terimakasih.,5,1,aplikasi bagus kartu prakerja terima kasih
Mantaf,5,1,mantap
sangat membantu,5,1,bantu
Konten marketing luar biasa memberikan banyak wawasan dan tokopedia merupakn flatform yg bagus,5,1,konten marketing wawas tokopedia merupakn flatform bagus
Goodd,5,1,goodd
Sangat membantu Membantu untuk mengikuti platihan prakerja,5,1,bantu bantu ikut latih prakerja
Asu,5,1,asu
Aplikasi yg mudah membantu bagus,5,1,aplikasi mudah bantu bagus
"Sangat membantu saya ,kiranya dapat membantu prakerja saya",5,1,bantu bantu prakerja
sangat baik,5,1,
Bagus,5,1,bagus
Belanja online aman dan mudah,5,1,belanja online aman mudah
Mentap ni,5,1,tap
Sangat bagus cepet,5,1,bagus cepat
sangat bagus,5,1,bagus
Sangat baik,5,1,
sangat bermanfaat,5,1,manfaat
Oke,5,1,oke
"Semoga bermanfaat,terimaksih tokopedia saya lancar beli pelatihan prakerja di sini",5,1,moga manfaat terima kasih tokopedia lancar beli latih prakerja
Wah bagus banget,5,1,bagus banget
Sy sering belanja online di Lazada tapi Sy sering kecewa karna barang yg Sy pesan begitu sampai tidak sesuai dengan yang di gambar.,5,1,belanja online lazada kecewa barang pesan sesuai gambar
Sangat puas belanja di tokopedia banyak fitur dan promo,5,1,puas belanja tokopedia fitur promo
Mantapu jiwa i like it forever intinya gaada obat intiny apk paling keren..👍,5,1,mantapu jiwa like forever inti obat intiny aplikasi keren
Bagus,5,1,bagus
sangat membantu,5,1,bantu
"sangat bermanfaat,saya sdh selesai pelatihan di skill academy,semoga sertifikat cepst muncul di dashbord",5,1,manfaat selesai latih skill academy moga sertifikat cepst muncul dashboard
Terbaik,5,1,baik
"Tolong dong min, bantuannya agar sertifikat prakerja saya muncul di dashboard. Karena sudah beberapa bulan saya sdh menyelesaikan semu pelatihan belum juga mendapatkan sertifikat.",5,1,bantu sertifikat prakerja muncul dashboard selesai semu latih sertifikat
Bagus sangat membantu,5,1,bagus bantu
Sangat baik,5,1,
Saya sudah membeli pelatihan di tokopedia. Pelajarannya sangan bermanfaat dan sangat memuaskan.semoga kedepannya semakin maju.amin,5,1,beli latih tokopedia ajar manfaat muas moga depan maju amin
Materi yang sangat bagus...penyampaian yang jelas dan mudah dipahami..terima kasih toko pedia...,5,1,materi bagus sampai mudah paham terima kasih tokopedia
baik sangat membantu,5,1,bantu
Keren pokoknya,4,1,keren pokok
👍,5,1,
Terimakasih telah mempermudah saya,5,1,terima kasih mudah
Sangat bermanfaat terima kasih,5,1,manfaat terima kasih
Memuaskan,5,1,muas
Suka belanja disini krn gratis ongkir,5,1,suka belanja gratis ongkir
Bahan bagus,5,1,bahan bagus
Aplikasinya membantu dan mantap,5,1,aplikasi bantu mantap
Terimakasih smua nya aplikasi juga program,5,1,terima kasih aplikasi program
"Terimakasih,. Sukses terus ya,.",5,1,terima kasih sukses
Good aplication,5,1,good aplication
Sangat sangat sangat sangat sangat sangat sangat bagus banget 😘😘😘😘😘😘^_^^_^^_^^_^^_^,5,1,bagus banget
Ok,5,1,
Aplikasi ini sangat membantu sekali,5,1,aplikasi bantu
Sangat membantu untuk saya,5,1,bantu
Woow keren,5,1,woow keren
Good,5,1,good
Makasih buat tokopedia n baking world,5,1,terima kasih tokopedia baking world
"Saya suka Tokopedia ,asalkan jangan mensponsori ormas radikal. !!!",5,1,suka tokopedia sponsor ormas radikal
Baik,5,1,
"Beanja dilazada menyenangkan,responnya cepat",5,1,beanja dilazada senang responnya cepat
Mantabb,5,1,mantabb
the best🥰,5,1,best
cepat.bagus n puas,4,1,cepat bagus puas
Mantab jaya,5,1,mantap jaya
Ok,5,1,
Tokopedia emng bagus dah jagonya Indonesia,5,1,tokopedia bagus jago indonesia
Bagus sekali belajar di sini,5,1,bagus ajar
Bagus,5,1,bagus
Tokopedia sangat membantu.,5,1,tokopedia bantu
Tokopedia top👍,5,1,tokopedia top
Mantap,5,1,mantap
👍👍👍👍👍👍👍👍👍👍,5,1,
"Saya mengikuti pelatihan prakerja, aplikasi ini sangat membantu dan memudahkan saya dalam mengikuti pelatihan,terimakasih",5,1,ikut latih prakerja aplikasi bantu mudah ikut latih terima kasih
sinyal.telkomsel.lancar,5,1,sinyal telkomsel lancar
Bagus,5,1,bagus
Nice,5,1,nice
sangat bermanfaaat,5,1,bermanfaaat
Bagus,4,1,bagus
Oke,5,1,oke
Aplikasinya bagus banget,4,1,aplikasi bagus banget
Sangat bermanfaat,5,1,manfaat
Bagusss bangett untuk membantu prakerja,5,1,bagus banget bantu prakerja
"Sangat memuaskan , Terimakasih Tokopedia",5,1,muas terima kasih tokopedia
bagus sangat membantu😍,5,1,bagus bantu
Mantap bahus. Tp sayang playleter nya kenapa kg bisa lg skrg.,5,1,mantap bahus sayang playleter
puas,5,1,puas
"Terimakasih sudah membantu saya mengerjakan soal prakerja lewat platform tokopedia, semoga sertifikat nya segera muncul di dashboard",5,1,terima kasih bantu prakerja platform tokopedia moga sertifikat muncul dashboard
Terima kasih tokopedia sudah bermitra dengan skill academy. Semoga pelayananya selalu memuaskan.,5,1,terima kasih tokopedia mitra skill academy moga layan muas
Beri bintang 5..,5,1,bintang
Kadang masih lemot dan penjual agak kurang cepat menanggapi,5,1,kadang lot jual cepat tanggap
bagus,4,1,bagus
sangat baik dan bermanfaat dan saya yg nama asli ILHAM RAMADHAN tolong di acc,5,1,manfaat nama asli ilham ramadhan acc
Bagus sekali,5,1,bagus
"Itu,toko kerja tante aku, semua ada di sana dan aku beli kok ,harga nya 2000 murah deh",5,1,toko kerja tante beli harga murah
Terimakasih Tokopedia sangat membantu,5,1,terima kasih tokopedia bantu
Sangat membantu dimusim pandemi virus covid19 yg sedang melanda dunia kita sa'at ini terimakasih,5,1,bantu musim pandemi virus covid landa dunia terima kasih
sangat bagus,5,1,bagus
Sangat memuaskan berbelanja ditoko pedia,5,1,muas belanja toko dia
Mantap,5,1,mantap
Cepat dan lancar...,5,1,cepat lancar
Aplikasinya bagus dan banyak sekali promo cashback,5,1,aplikasi bagus promo cashback
Ok,5,1,
Sangat membantu,5,1,bantu
Sangat membantu,5,1,bantu
tokopedia sangat membantu dalam segala kebutuhan yang saya harapkan .senantiasa memberikan banyak immformassi dan layanan yang berguna dan bermamfaat.,5,1,tokopedia bantu butuh harap senantiasa immformassi layan guna manfaat
Sangat membantu saya 🙏🙏,5,1,bantu
Tokopedia sangat mudah digunakan sangat suka sekali dan sangat membantu,5,1,tokopedia mudah suka bantu
"Ayo Tokopedia sertifikatnya segera dikirim,, udah lulus kok lama banget",4,1,ayo tokopedia sertifikat kirim lulus banget
Sangat bermafaat👍,5,1,bermafaat
Toko ini sangat membantu saya transaksinya juga mudah,5,1,toko bantu transaksi mudah
Semoga lebih baik lagi pelayanan dari tokopedia,5,1,moga layan tokopedia
Sangat baguss👍👍👍,5,1,bagus
Sangat membantu,5,1,bantu
Semoga semakin maju,5,1,moga maju
Sae pisan,5,1,sae pis
Terimakasih Tokopedia 👍👍👍,5,1,terima kasih tokopedia
Sangat bagus rekomendet saya suka banget materi yg untuk program kartu prakerjanya,5,1,bagus rekomendet suka banget materi program kartu prakerjanya
Mantap bermanfaat...,5,1,mantap manfaat
Proses mudah dan cepat,5,1,proses mudah cepat
bagus,4,1,bagus
Tokopedia ok,5,1,tokopedia
Alhamdulillah sampai sni lancar lancar saja Terima kasih toko pedia,5,1,alhamdulillah lancar lancar terima kasih tokopedia
Mantab Tokopedia memang aplikasi yang sngat membantu banyak pengguna smartphone,5,1,mantap tokopedia aplikasi bantu guna smartphone
Sangat baik,5,1,
amazing,5,1,amazing
Mantap poko nya,5,1,mantap poko
Sangat membantu saat membeli palatihan,5,1,bantu beli palatihan
"Adanya tokopedia,saya bisa berjualan online,alhamdulillah..terimakasih tokped 🙏",5,1,tokopedia jual online alhamdulillah terima kasih tokopedia
Mantap,5,1,mantap
Mantap,5,1,mantap
👌.,5,1,
Top deh toped,5,1,top tokopedia
Kere,5,1,kere
Terimakasih tokopedia sangat membantu,5,1,terima kasih tokopedia bantu
Keren banget aplikasi nya dan sangat membantu sekali 😍 Terima kasih tokopedia 💕,5,1,keren banget aplikasi bantu terima kasih tokopedia
"Aplikasinya bagus, di dukung pula dengan prakerja. Jadi lebih mudah untuk membeli pelatihan. Semoga sukses selalu..",5,1,aplikasi bagus dukung prakerja mudah beli latih moga sukses
mantap murah dan cepat,5,1,mantap murah cepat
Tokopedia sangat cepat dan baik dalam menangani fasilitas pembelanjaan dan prakerja,5,1,tokopedia cepat tangan fasilitas belanja prakerja
Mantaaap layanannya,5,1,mantap layan
Terbaik,5,1,baik
Terima kasih tokopedia,5,1,terima kasih tokopedia
Ok,5,1,
Puas. terjamin,5,1,puas jamin
keren,5,1,keren
tokopedia memang mantap...,5,1,tokopedia mantap
"Mantap dan bagus, pelatihan mudah dipahami dan bermotifasi.",5,1,mantap bagus latih mudah paham bermotifasi
Menyenangkan,5,1,senang
"Terima kasih Tokopedia, pelayanan nya bagus bagus banget",5,1,terima kasih tokopedia layan bagus bagus banget
trimakasih sudah membantu...,5,1,terima kasih bantu
sangat membantu,4,1,bantu
Ok,4,1,
nice,5,1,nice
Mantap ... Respon yang sangat baik,5,1,mantap respon
Sangat membantu aplikasi.y,5,1,bantu aplikasi
"Cepat tepat, aman, nyaman dan amanh",5,1,cepat aman nyaman amanh
sangat membantu .terimakasih tokopedia,5,1,bantu terima kasih tokopedia
Sangat bermanfaat,5,1,manfaat
Tks tokopedia telah menjadi sarana pembelian pelatihan pra kerja ke skill academy,5,1,terima kasih tokopedia sarana beli latih pra kerja skill academy
"hallo tokopedia , saya sudah membeli pelajaran kelas. com dari sini , disini saya juga mudah menemukan barang apa yg diinginkan:) semoga makin berjaya tokopedia trimakasih🙏",5,1,tokopedia beli ajar kelas mudah temu barang moga jaya tokopedia terima kasih
Mantap terima kasih tokopedia🙏,5,1,mantap terima kasih tokopedia
kok saya ga bisa ngasih ulasan ke kartu prakerja ya,5,1,ulas kartu prakerja
baik,5,1,
Gd,5,1,gd
Mantap,5,1,mantap
Berbelanja enak di tokopedia,5,1,belanja enak tokopedia
Sangat pas dan akurat,4,1,pas akurat
Skill academi tempat pelatihan terbaik. Tokopedia bekerjasama dengan baik. Sangat mudah.,5,1,skill akademi latih baik tokopedia bekerjasama mudah
aku sudah membeli barang,5,1,beli barang
"Saya mumin,,semoga pelatihan prakerja yg saya beli di tokopedia menjadi bermanfaat buat saya",5,1,mumin moga latih prakerja beli tokopedia manfaat
Sangat bermanfaat dan mudah di gunakan buat kartu prakerja,5,1,manfaat mudah kartu prakerja
Mantap,5,1,mantap
Terima kasih atas semuanya...pokoknya luarbiasa!!!!,5,1,terima kasih pokok
Sangat baik,5,1,
Sangat membantu,5,1,bantu
bisa membantu juga,5,1,bantu
mantap membantu,5,1,mantap bantu
Sangat bermanfaat,5,1,manfaat
Istimewa,5,1,istimewa
"Pembelian kelas di aplikasi ini cukup mudah, dan gak ada kendala dalam pembelian. Rekomendasi banget sih menurut aku. Apalagi buat pembelian pelatihan di skillakademi. Bagus pakai tokopedia aja. Terimakasih tokopediaaaa 😚",5,1,beli kelas aplikasi mudah kendala beli rekomendasi banget beli latih skillakademi bagus pakai tokopedia terima kasih tokopediaaaa
sejauhhh ini bagus ... mohon jaga kualitas dan toko2 yg berjualan semoga tidak mengecewakan ntuk para seller dan customer,5,1,sejauhhh bagus mohon jaga kualitas toko jual moga kecewa ntuk seller customer
Kenapa aku pengen download aplikasi ini karna ada BTS Dan Ku ini ARMY,5,1,download aplikasi bts army
Mantap,5,1,mantap
"Wadah jual & beli yg sangat nyaman, (suara Seller sekaligus Buyer) pertahankan kwalitas, banyakin promo, terutama freeongkirnya, kalau bisa jasa ekspedisi J&T dan JNE juga, good job Tokped 👍🏻👍🏻👍🏻👍🏻👍🏻",5,1,wadah jual beli nyaman suara seller buyer tahan kwalitas banyak promo freeongkirnya jasa ekspedisi jne good job tokopedia
Murah,5,1,murah
mantep,5,1,mantap
"Hai, tokopedia saya sudah mengikuti pelatihan. Pelatihannya mudah dipahami dan menambah wawasan. Terimakasih Tokopedia..",5,1,tokopedia ikut latih latih mudah paham tambah wawas terima kasih tokopedia
puassss sekali membeli pelatihan di tokopedia😁😁😇sukses selalu,5,1,puassss beli latih tokopedia sukses
Mantap dan jelas,5,1,mantap
Suka sekali,5,1,suka
Sangat memuaskan,5,1,muas
terimakasih materi pelatihannya sangat lengkap dalam bidang apapun dan sangat membantu. materi nya sangat berkualitas terimakasih,5,1,terima kasih materi latih lengkap bidang apa bantu materi kualitas terima kasih
Bagus,5,1,bagus
Hai Tokopedia saya sudah mengikuti pelatihan disini .. pelatihnya bagus. mudah di pahami,5,1,tokopedia ikut latih latih bagus mudah paham
"Keren banget sih emang Tokopedia. Pelatihan di Skill Academy melalui Tokopedia sangat2 fleksibel, sangat2 membantu. Ga rugi deh pokoknya. Thankyou Tokopedia",5,1,keren banget tokopedia latih skill academy tokopedia fleksibel bantu rugi pokok thankyou tokopedia
"Terimakasi tokopedia ,, sangat membantu",5,1,terima kasih tokopedia bantu
"Kalo bs kuota gratis ongkirnya masing2 org semua di tambahkan dong, nanggung banget , cm brp x doang dpt gratis ongkir , apalagi jaman pandemi gini kan lumayan buat hemat",5,1,kuota gratis ongkirnya orang tambah nanggung banget doang gratis ongkir jaman pandemi lumayan hemat
Aplikasi ini sangat bagus,5,1,aplikasi bagus
Sangat bagus dan bermanfaat,5,1,bagus manfaat
Good,5,1,good
good,5,1,good
Sangat memuaskan. Belanja disini respon cepat dan meteri skill academi sangat banyak,5,1,muas belanja respon cepat meter skill akademi
Sanagat puas.terimakasih,5,1,puas terima kasih
"Terimakasih acedemi, Tokopedia dan prakerja yang telah memberikan pelatihan begitu bagus",5,1,terima kasih acedemi tokopedia prakerja latih bagus
Tingkatkan terus kedepannya...,5,1,tingkat depan
Sangat bagus sangat bermanfaat dan dapat membantu perekonomian di masa pandemi seperti ini,5,1,bagus manfaat bantu ekonomi pandemi
pembahasan pelatihan di platform ini sangat menarik dan mudah di pahami .. is the best tokopedia,5,1,bahas latih platform tarik mudah paham best tokopedia
belanja jadi mudah,5,1,belanja mudah
"sangat membantu dan mudah di mengerti,di pahami",5,1,bantu mudah erti paham
Trimakasih,5,1,terima kasih
Sangat membantu,5,1,bantu
Bermanfaat,5,1,manfaat
"Bagus,apl ini sangat membantu dan memudahkan semua orang untuk belanja onlane.",5,1,bagus aplikasi bantu mudah orang belanja onlane
Terus dipertahankan pelayanannya.,4,1,tahan layan
Terima kasih,5,1,terima kasih
Bagus,5,1,bagus
Mantappp bener,5,1,mantap
Bagus,5,1,bagus
Top,5,1,top
Ok aja,4,1,
Sangat bermanfaat,5,1,manfaat
Sangat membantu dan snagat bermanfaat,5,1,bantu snagat manfaat
Mantap,5,1,mantap
ok,5,1,
Sangat bagus Mempermudah pencarian barang,5,1,bagus mudah cari barang
Semoga slalu suksesss goodjob,5,1,moga suksesss goodjob
sangat membantu,5,1,bantu
Mantap,5,1,mantap
Bagus untuk kebutuhan,5,1,bagus butuh
Saya senang sekali dapat berbelanja di toko pedia,5,1,senang belanja tokopedia
Alhamdulillah bermanfaat bagi saya,5,1,alhamdulillah manfaat
Barang ori cuk,5,1,barang ori
Sangat Baik dan Membantu,5,1,bantu
sudh jauh lbh baij,5,1,baij
Sangat membantu,5,1,bantu
Mantap,5,1,mantap
Sangat memuaskan,5,1,muas
Ntap,4,1,ntap
"Saya sudah mengikuti pelatihan prakerja, sangat menyenangkan dan menambah ilmu",5,1,ikut latih prakerja senang tambah ilmu
Keren sesuai dengan pesanan,5,1,keren sesuai pesan
Bagus sekali banyak barang yang dijual mutunya baik,5,1,bagus barang jual mutu
😊💪💪💪,4,1,
"Bagus banget,membantu",5,1,bagus banget bantu
Mantap,5,1,mantap
Makasih dh ngundang NCT in the house wwkwkwkwk,5,1,terima kasih undang nct house wwkwkwkwk
Sangat bagus,5,1,bagus
Sangat membantu sekali,5,1,bantu
Mantaff,5,1,mantaff
Memuaskan,5,1,muas
good,5,1,good
Sangat baik,5,1,
Mantap,5,1,mantap
"Untuk tokped... Klo bleh kasih saran jgan bermitra lagi dgan ekpedisi anter aja... Smpah ekpedisi ngak guna, lelet, yg harus ny 2 hari udah smpe ini malah, macet berhari hari di ship nya...",5,1,tokopedia bleh kasih saran jgan mitra dgan ekpedisi smpah ekpedisi lelet macet hari ship
Lanjutkan,5,1,lanjut
Sangat baik dan bagus,5,1,bagus
Sangat membantu,5,1,bantu
Terimakasih tokopedia,5,1,terima kasih tokopedia
topppo banget,5,1,topppo banget
Barusan mau tes,5,1,barusan tes
Sangat bagus,5,1,bagus
oke banget tokped,5,1,oke banget tokopedia
Membantu & aman,5,1,bantu aman
Mantab,5,1,mantap
Good,5,1,good
"Terimakasih banyak buat skill academy,tokohpedia serta lembaga prakerja yang memberikan pelatihan yg sangat bermanfaat dan berkualitas",5,1,terima kasih skill academy tokohpedia lembaga prakerja latih manfaat kualitas
Sangat membantu,5,1,bantu
Mantap,5,1,mantap
Baik,5,1,
Sangat bermanfaat,5,1,manfaat
Sangat bagus,5,1,bagus
Sangat membantu saya dalam hal apapun..,5,1,bantu apa
Aplikasi yang sangat mendukung untuk prakerja dan shopping online...,5,1,aplikasi dukung prakerja shopping online
mntp,5,1,mntp
Sangat membantu dalam segala hal. Sukses terus Tokopedia,5,1,bantu sukses tokopedia
"Terimakasih toko pedia, saya bisa belanjan lebih banyak tapi tidak mahal, dan semoga menjadi toko online nomer 1",5,1,terima kasih tokopedia belanjan mahal moga toko online nomor
platform favorite belanja jd mudah,5,1,platform favorite belanja mudah
Sangat baik,5,1,
Sangat bagus,5,1,bagus
Good aplikasi,5,1,good aplikasi
"Hallooo tokopedia, saya sudah melakukan pembelian jelas di skill academy dan telah menyelesaikan kelasnya 100%, sudah lulus exam dan mendapatkan sertifikat dan telah memberikan ulasan. Tetapi di dashboard akun prakerja saya belum tercantum sertifikat. Mohon pencerahan nya dan segera diselesaikan. Terima kasih",4,1,hallooo tokopedia beli skill academy selesai kelas lulus exam sertifikat ulas dashboard akun prakerja cantum sertifikat mohon cerah selesai terima kasih
hai toko pedia saya udah ikut pelatihan prakerja melalu platform skill akademi yg ada di toko pedia terima kasih toko pedia proses pmblian cepat n good good good the best,5,1,tokopedia latih prakerja lalu platform skill akademi tokopedia terima kasih tokopedia proses pmblian cepat good good good best
